,cadastral_,shape
4005,71:11:010301:129,"MULTIPOLYGON (((4291105.65009465 7165995.58235229, 4291107.48108083 7165951.40250879, 4291009.17365749 7165947.29713446, 4291007.32489073 7165991.46020254, 4291105.65009465 7165995.58235229)))"
4006,71:11:010301:13,"MULTIPOLYGON (((4291207.41265716 7166521.3819628, 4291241.06355018 7166525.78036161, 4291243.24022862 7166508.89047365, 4291209.58940646 7166504.49209292, 4291207.41265716 7166521.3819628)))"
4007,71:11:010301:130,"MULTIPOLYGON (((4290999.86028751 7166091.61592991, 4291064.31494578 7166093.34984315, 4291066.02758808 7166028.7454712, 4291001.59068821 7166027.02831606, 4290999.86028751 7166091.61592991)))"
4008,71:11:010301:131,"MULTIPOLYGON (((4290658.50125567 7165765.86983399, 4290666.60833577 7165772.13631634, 4290673.1087996 7165763.63225718, 4290664.98502752 7165757.38305875, 4290658.50125567 7165765.86983399)))"
4009,71:11:010301:132,"MULTIPOLYGON (((4291000.41724683 7166294.81530073, 4291064.64606507 7166300.41364863, 4291070.23082357 7166236.01834373, 4291006.03672161 7166230.43654852, 4291000.41724683 7166294.81530073)))"
4010,71:11:010301:136,"MULTIPOLYGON (((4290692.22164533 7165884.94675453, 4290698.24200585 7165877.19845023, 4290691.24943813 7165871.67962144, 4290685.17818504 7165879.42871913, 4290692.22164533 7165884.94675453)))"
4011,71:11:010301:138,"MULTIPOLYGON (((4290633.66867287 7165762.02739481, 4290625.74581664 7165755.60491632, 4290619.33799923 7165763.52923341, 4290627.24389526 7165769.95199265, 4290633.66867287 7165762.02739481)))"
4012,71:11:010301:139,"MULTIPOLYGON (((4290653.03783128 7165777.74185816, 4290646.43847395 7165772.40392299, 4290640.04762701 7165780.32800572, 4290646.64725406 7165785.68295417, 4290653.03783128 7165777.74185816)))"
4013,71:11:010301:143,"MULTIPOLYGON (((4291024.63891028 7165881.0815022, 4291112.11744724 7165892.53532687, 4291118.3407315 7165843.91561936, 4291030.76986446 7165831.95319265, 4291024.63891028 7165881.0815022)))"
4014,71:11:010301:144,"MULTIPOLYGON (((4291017.51569522 7165929.69860937, 4291105.72096688 7165940.93697923, 4291112.11744724 7165892.53532687, 4291024.11197669 7165881.02182278, 4291017.51569522 7165929.69860937)))"
4015,71:11:010301:147,"MULTIPOLYGON (((4290666.27302104 7165816.63155053, 4290673.05554748 7165821.7455153, 4290679.17124059 7165813.58761531, 4290672.4056804 7165808.47339303, 4290666.27302104 7165816.63155053)))"
4016,71:11:010301:148,"MULTIPOLYGON (((4290666.27302104 7165816.63155053, 4290672.4056804 7165808.47339303, 4290665.64039632 7165803.3761708, 4290659.50773384 7165811.53431781, 4290666.27302104 7165816.63155053)))"
4017,71:11:010301:15,"MULTIPOLYGON (((4292200.70818681 7164564.84669993, 4292173.76537299 7164564.66537699, 4292174.03216842 7164575.03370864, 4292173.73623937 7164594.81442984, 4292171.56421486 7164625.69503876, 4292171.29632515 7164632.31402758, 4292170.62603156 7164660.55208512, 4292186.90034081 7164659.79873703, 4292188.61878301 7164656.9145107, 4292197.27165072 7164656.9631885, 4292200.70818681 7164564.84669993)))"
4018,71:11:010301:150,"MULTIPOLYGON (((4292211.47074305 7164243.45383212, 4292203.72221528 7164373.72406593, 4292268.14933195 7164375.65212446, 4292275.92070065 7164244.75229023, 4292211.47074305 7164243.45383212)))"
4019,71:11:010301:151,"MULTIPOLYGON (((4290659.50773384 7165811.53431781, 4290665.64039632 7165803.3761708, 4290658.80726854 7165798.28001785, 4290652.75888379 7165806.40280919, 4290659.50773384 7165811.53431781)))"
4020,71:11:010301:156,"MULTIPOLYGON (((4290775.08453856 7165842.49698542, 4290781.41744672 7165848.14519977, 4290788.16898183 7165840.5043482, 4290781.83634267 7165834.87314742, 4290775.08453856 7165842.49698542)))"
4021,71:11:010301:157,"MULTIPOLYGON (((4291986.26024774 7165057.17757153, 4292017.74905625 7165057.20193808, 4292017.34542743 7165006.19264989, 4291932.51607706 7165006.11843051, 4291932.98700422 7165057.12664447, 4291986.26024774 7165057.17757153)))"
4022,71:11:010301:16,"MULTIPOLYGON (((4291698.31564241 7164919.01123917, 4291766.86367128 7164924.84009306, 4291766.73703928 7164871.93969599, 4291699.82560703 7164869.79188004, 4291698.31564241 7164919.01123917)))"
4023,71:11:010301:160,"MULTIPOLYGON (((4290639.02853811 7165796.44958286, 4290645.82745815 7165801.52928518, 4290652.00834306 7165793.20032887, 4290645.2094263 7165788.1206372, 4290639.02853811 7165796.44958286)))"
4024,71:11:010301:162,"MULTIPOLYGON (((4290652.75888379 7165806.40280919, 4290658.80726854 7165798.28001785, 4290652.00834306 7165793.20032887, 4290645.82745815 7165801.52928518, 4290652.62611957 7165806.59198214, 4290652.75888379 7165806.40280919)))"
4025,71:11:010301:163,"MULTIPOLYGON (((4291000.97125902 7166158.84626492, 4291065.37557431 7166160.58098575, 4291064.31494578 7166093.34984315, 4290999.86028751 7166091.61592991, 4291000.97125902 7166158.84626492)))"
4026,71:11:010301:164,"MULTIPOLYGON (((4290768.31602581 7165850.138096, 4290774.66589857 7165855.78605301, 4290781.41744672 7165848.14519977, 4290775.08453856 7165842.49698542, 4290768.31602581 7165850.138096)))"
4027,71:11:010301:165,"MULTIPOLYGON (((4290694.02428362 7165837.74085022, 4290702.1796809 7165843.83652024, 4290708.26116684 7165835.66210847, 4290700.10577341 7165829.566451, 4290694.02428362 7165837.74085022)))"
4028,71:11:010301:167,"MULTIPOLYGON (((4290645.45440539 7165850.10695152, 4290652.35859678 7165841.37535898, 4290652.45850455 7165841.25473206, 4290645.13888819 7165835.43492903, 4290638.13478588 7165844.28713552, 4290645.45440539 7165850.10695152)))"
4029,71:11:010301:170,"MULTIPOLYGON (((4291932.98700422 7165057.12664447, 4291932.51607706 7165006.11843051, 4291903.7418231 7165006.08442469, 4291904.14498877 7165057.11072519, 4291924.18185469 7165057.13111616, 4291932.98700422 7165057.12664447)))"
4030,71:11:010301:171,"MULTIPOLYGON (((4290645.45440539 7165850.10695152, 4290652.25337596 7165855.1866822, 4290652.66916894 7165854.65289745, 4290659.17399267 7165846.42080465, 4290652.35859678 7165841.37535898, 4290645.45440539 7165850.10695152)))"
4031,71:11:010301:173,"MULTIPOLYGON (((4292172.8445573 7164974.7821141, 4292214.94951281 7164972.42527228, 4292214.92578518 7164972.00052378, 4292211.56254145 7164900.34404907, 4292211.12101874 7164890.72630558, 4292169.03905587 7164892.36853043, 4292169.58219118 7164904.11027468, 4292172.8445573 7164974.7821141)))"
4032,71:11:010301:177,"MULTIPOLYGON (((4293980.51846947 7165003.64183109, 4292402.32874358 7164990.17227573, 4292394.23749129 7164257.07314813, 4292306.8751325 7164256.15941594, 4292299.53486256 7165106.29777861, 4292584.37349334 7165055.22402579, 4292628.57729436 7165144.9495227, 4292755.79127393 7165122.87461011, 4292799.93687812 7165156.83954753, 4293648.21536252 7165174.53799445, 4293935.07528346 7165293.23461915, 4293980.02098202 7165294.41041566, 4293980.51846947 7165003.64183109)))"
4033,71:11:010301:178,"MULTIPOLYGON (((4291296.98255058 7166513.30986592, 4291973.8364304 7166507.95838695, 4291973.37874658 7166446.05533685, 4291972.74032685 7166353.55806831, 4291971.63766769 7166191.26926766, 4291322.66689243 7166288.5642625, 4291306.82235593 7166400.45670738, 4291296.98255058 7166513.30986592)))"
4034,71:11:010301:213,"MULTIPOLYGON (((4290647.10982671 7165883.09141071, 4290653.89640847 7165888.46047696, 4290660.21813806 7165880.4523323, 4290653.43155898 7165875.08327689, 4290647.10982671 7165883.09141071)))"
4035,71:11:010301:19,"MULTIPOLYGON (((4293668.69006419 7166648.25092331, 4293744.1947268 7166668.80001847, 4293790.36582363 7166631.82372217, 4293797.85175447 7166537.25371723, 4293782.03158094 7166463.25118836, 4293770.48235674 7166360.48740856, 4293783.43655223 7166298.82752363, 4293853.11360366 7166286.49051629, 4293854.34403755 7166220.75208361, 4293854.30581895 7166142.63616294, 4293837.75324052 7166076.86391887, 4293742.77416801 7166056.27545134, 4293693.20709064 7166023.38605855, 4293610.6408817 7166023.34424229, 4293441.33175874 7166031.54004547, 4293387.63228319 7165945.19367059, 4293309.14612967 7165854.72396745, 4293243.06145701 7165809.49693683, 4293181.11192581 7165739.594116, 4293117.20373534 7165679.73989604, 4293028.29525201 7165653.21281905, 4292966.36127294 7165661.42042632, 4292916.82138735 7165653.18690029, 4292905.41551307 7165694.27130506, 4292909.77010856 7165739.47317494, 4292920.98841265 7165768.27233297, 4293003.57987077 7165780.65092797, 4293082.01618342 7165788.89489784, 4293127.45803402 7165817.66989479, 4293172.90030988 7165883.46907307, 4293205.92659472 7165941.03313302, 4293267.89283456 7166015.03605157, 4293321.6163172 7166121.945773, 4293358.79438021 7166195.94145005, 4293429.04664496 7166265.84890512, 4293511.63994276 7166327.54613308, 4293573.59721547 7166356.3427575, 4293610.77551392 7166397.46253953, 4293614.92454569 7166459.13542578, 4293619.10735864 7166561.90078995, 4293631.47474457 7166611.24679696, 4293668.69006419 7166648.25092331)))"
4036,71:11:010301:192,"MULTIPOLYGON (((4290548.84493092 7165810.33955462, 4290547.84824498 7165811.69883012, 4290554.74702924 7165816.65799607, 4290555.72675146 7165815.2989866, 4290561.67079311 7165807.00783981, 4290554.78897615 7165802.04841817, 4290548.84493092 7165810.33955462)))"
4037,71:11:010301:193,"MULTIPOLYGON (((4290675.41003442 7165845.22891421, 4290668.94390453 7165839.73578448, 4290662.36455963 7165847.54388156, 4290668.84738726 7165853.01975133, 4290675.41003442 7165845.22891421)))"
4038,71:11:010301:195,"MULTIPOLYGON (((4292214.92578518 7164972.00052378, 4292241.2694824 7164970.69485959, 4292251.93160546 7164970.11615868, 4292268.5826684 7164969.54364546, 4292274.1548199 7164960.4247706, 4292274.76596162 7164898.66972713, 4292211.56254145 7164900.34404907, 4292214.92578518 7164972.00052378)))"
4039,71:11:010301:196,"MULTIPOLYGON (((4291780.00582045 7164500.99607978, 4291779.3186155 7164532.53270473, 4291778.60479756 7164565.6002607, 4291879.39712111 7164569.12841076, 4291877.81443704 7164497.22599745, 4291780.00582045 7164500.99607978)))"
4040,71:11:010301:199,"MULTIPOLYGON (((4291958.62148615 7167417.18256462, 4292347.94931759 7167412.94771786, 4292548.82354783 7167314.57303895, 4292689.90257068 7167219.16195901, 4292929.30849354 7167025.50248816, 4293217.79393464 7166933.24060343, 4293075.42748754 7166324.15765493, 4292947.75071154 7166325.90675211, 4292887.60304373 7165437.93113212, 4292874.49225193 7165248.44084586, 4292683.57107037 7165213.3475242, 4292556.09546831 7165274.40284024, 4292541.21090485 7165316.59490153, 4292442.15420534 7165338.47080763, 4292367.65437286 7165472.54951497, 4292322.97792366 7165584.14602431, 4292302.59638997 7165558.31643212, 4292293.03426504 7165491.66871081, 4292339.10149982 7165401.34293877, 4292255.63103298 7165349.43317679, 4292051.41504658 7165461.99587648, 4291988.80950457 7165543.21420139, 4291971.58457035 7166180.45320789, 4291973.37874658 7166446.05533685, 4291975.29088862 7166698.78878552, 4291968.98038986 7167074.81026007, 4291958.62148615 7167417.18256462)))"
4041,71:11:010301:2,"MULTIPOLYGON (((4290914.74643 7166384.35862031, 4290962.1650174 7166387.04345135, 4290966.51690172 7166296.04958408, 4290919.06493097 7166293.3653426, 4290914.74643 7166384.35862031)))"
4042,71:11:010301:20,"MULTIPOLYGON (((4290843.37406392 7166081.42272102, 4290911.58125812 7166084.40808794, 4290915.63360892 7166082.06493619, 4290917.7446211 7166024.35937342, 4290848.49013894 7166019.48583398, 4290843.37406392 7166081.42272102)))"
4043,71:11:010301:201,"MULTIPOLYGON (((4291924.06041354 7165113.57383744, 4291923.87087323 7165164.66130355, 4292042.97862152 7165161.87543055, 4292041.81661775 7165110.12934498, 4292040.91586528 7165072.68089578, 4292017.84651507 7165070.80463277, 4292018.1698452 7165111.42530281, 4291986.25170772 7165112.15602894, 4291924.06041354 7165113.57383744)))"
4044,71:11:010301:22,"MULTIPOLYGON (((4291007.32489073 7165991.46020254, 4291010.85496926 7165906.50436986, 4290960.00374024 7165904.38458886, 4290956.47311566 7165989.34038061, 4291007.32489073 7165991.46020254)))"
4045,71:11:010301:208,"MULTIPOLYGON (((4290734.19544187 7165906.2735255, 4290734.61123195 7165905.73973301, 4290740.35335626 7165898.64204319, 4290730.72790392 7165890.78386503, 4290724.60418035 7165898.43179888, 4290734.19544187 7165906.2735255)))"
4046,71:11:010301:210,"MULTIPOLYGON (((4290830.29051303 7166242.9812586, 4290899.42159346 7166249.59186227, 4290906.23998338 7166163.2546773, 4290886.9710778 7166161.53575774, 4290879.5476893 7166161.0069529, 4290846.94662953 7166158.51247544, 4290836.72394112 7166158.01091226, 4290830.29051303 7166242.9812586)))"
4047,71:11:010301:214,"MULTIPOLYGON (((4292023.26888887 7164892.14709368, 4292048.68341664 7164893.23761709, 4292049.02359813 7164801.52502514, 4292023.57442653 7164801.43835118, 4292023.44982448 7164820.28162819, 4292023.1169541 7164840.96479805, 4292023.26888887 7164892.14709368)))"
4048,71:11:010301:216,"MULTIPOLYGON (((4290653.20829234 7165713.04548312, 4290659.95732981 7165718.19393415, 4290666.14161101 7165710.0860867, 4290659.37534627 7165704.92091174, 4290653.20829234 7165713.04548312)))"
4049,71:11:010301:217,"MULTIPOLYGON (((4290784.63040634 7165809.72675262, 4290790.94659931 7165815.39220708, 4290797.76889403 7165807.93733527, 4290791.48529024 7165802.18634186, 4290784.63040634 7165809.72675262)))"
4050,71:11:010301:218,"MULTIPOLYGON (((4290790.94659931 7165815.39220708, 4290797.26280133 7165821.05766043, 4290804.04875966 7165813.45029041, 4290797.76889403 7165807.93733527, 4290790.94659931 7165815.39220708)))"
4051,71:11:010301:219,"MULTIPOLYGON (((4290639.72693931 7165702.73130311, 4290646.44203341 7165707.88029506, 4290652.62632058 7165699.77246871, 4290645.89399923 7165694.6067528, 4290639.72693931 7165702.73130311)))"
4052,71:11:010301:220,"MULTIPOLYGON (((4290779.64896403 7165789.68639813, 4290785.84853672 7165795.48974122, 4290792.75509934 7165787.99954608, 4290786.55552755 7165782.1962139, 4290779.64896403 7165789.68639813)))"
4053,71:11:010301:221,"MULTIPOLYGON (((4290773.41627711 7165783.93459858, 4290779.64896403 7165789.68639813, 4290786.55552755 7165782.1962139, 4290780.26900873 7165776.25820147, 4290773.41627711 7165783.93459858)))"
4054,71:11:010301:222,"MULTIPOLYGON (((4291028.41674925 7165779.57525203, 4291028.70538909 7165779.58768551, 4291126.91791011 7165787.48674485, 4291131.66294598 7165736.59519895, 4291129.84522744 7165736.45395592, 4291034.48659682 7165728.73085604, 4291028.41674925 7165779.57525203)))"
4055,71:11:010301:224,"MULTIPOLYGON (((4290792.18194983 7165801.17191902, 4290798.39796852 7165806.94098688, 4290805.30426141 7165799.4337673, 4290799.07128059 7165793.6649786, 4290792.18194983 7165801.17191902)))"
4056,71:11:010301:226,"MULTIPOLYGON (((4290605.23723203 7165817.44252386, 4290611.64483969 7165809.50116129, 4290605.07914232 7165804.14563167, 4290598.65430196 7165812.07024872, 4290605.23723203 7165817.44252386)))"
4057,71:11:010301:228,"MULTIPOLYGON (((4290760.50892736 7165771.29852893, 4290766.60856637 7165777.22250128, 4290773.70466847 7165769.91641812, 4290767.60502988 7165763.99245673, 4290760.50892736 7165771.29852893)))"
4058,71:11:010301:229,"MULTIPOLYGON (((4290755.47491802 7165766.2420625, 4290760.50892736 7165771.29852893, 4290767.60502988 7165763.99245673, 4290761.58887762 7165757.98214123, 4290754.4930424 7165765.30520504, 4290755.47491802 7165766.2420625)))"
4059,71:11:010301:233,"MULTIPOLYGON (((4290685.46608392 7165866.44780988, 4290692.09893806 7165871.75123295, 4290698.21464965 7165863.59326663, 4290691.56483511 7165858.29012218, 4290685.46608392 7165866.44780988)))"
4060,71:11:010301:236,"MULTIPOLYGON (((4290785.84853672 7165795.48974122, 4290792.0481185 7165801.2930836, 4290792.18168219 7165801.15491637, 4290798.95468023 7165793.80287754, 4290792.75509934 7165787.99954608, 4290785.84853672 7165795.48974122)))"
4061,71:11:010301:239,"MULTIPOLYGON (((4290724.77745065 7165811.30226558, 4290730.61114438 7165816.49920227, 4290737.26279612 7165808.97905206, 4290737.00460405 7165808.74503699, 4290731.41214055 7165803.78239334, 4290724.77745065 7165811.30226558)))"
4062,71:11:010301:2808,"MULTIPOLYGON (((4293192.92196137 7164995.18794443, 4293981.71250611 7165001.93894866, 4293984.76741463 7164636.30274645, 4293196.0305944 7164629.56877515, 4293192.92196137 7164995.18794443)))"
4063,71:11:010301:24,"MULTIPOLYGON (((4291926.85430172 7164587.72212026, 4291879.80748332 7164590.70028966, 4291880.73899057 7164610.90356667, 4291882.47587262 7164654.05000007, 4291883.9966977 7164680.38265577, 4291931.15298611 7164681.05864974, 4291926.85430172 7164587.72212026)))"
4064,71:11:010301:242,"MULTIPOLYGON (((4290666.79012129 7165723.2730328, 4290674.20928752 7165728.95510626, 4290680.3765994 7165720.84750468, 4290672.97439936 7165715.16517482, 4290666.79012129 7165723.2730328)))"
4065,71:11:010301:243,"MULTIPOLYGON (((4290633.843505 7165775.30694499, 4290640.25104991 7165767.36560178, 4290633.65170984 7165762.02766272, 4290627.24389526 7165769.95199265, 4290633.843505 7165775.30694499)))"
4066,71:11:010301:246,"MULTIPOLYGON (((4290836.79206433 7166158.02684216, 4290847.01475276 7166158.52840524, 4290879.63277649 7166161.02261396, 4290887.05643286 7166161.56842212, 4290906.49497724 7166163.2846562, 4290898.01530563 7166089.24886098, 4290835.03608962 7166089.6161809, 4290836.79206433 7166158.02684216)))"
4067,71:11:010301:248,"MULTIPOLYGON (((4290688.46561759 7165727.04618728, 4290694.64987621 7165718.93830856, 4290687.91751126 7165713.77261652, 4290681.73324969 7165721.88048469, 4290688.46561759 7165727.04618728)))"
4068,71:11:010301:249,"MULTIPOLYGON (((4290603.06077438 7165799.87476422, 4290609.6431627 7165805.21302216, 4290616.05102334 7165797.28867099, 4290609.46837014 7165791.93342109, 4290603.06077438 7165799.87476422)))"
4069,71:11:010301:25,"MULTIPOLYGON (((4291926.85430172 7164587.72212026, 4291931.15298611 7164681.05864974, 4291958.30323691 7164681.45855665, 4291959.9544816 7164642.30495681, 4291960.07211414 7164631.55629951, 4291959.96752391 7164613.2272612, 4291932.86228106 7164614.57809482, 4291932.22670959 7164587.38132411, 4291926.85430172 7164587.72212026)))"
4070,71:11:010301:250,"MULTIPOLYGON (((4290631.96603706 7165870.6603695, 4290638.59912654 7165875.98084357, 4290644.95532302 7165868.00619343, 4290638.32250335 7165862.70273281, 4290631.96603706 7165870.6603695)))"
